,gender,program,submitted_on,age_on_program_start,months_work_experience,nationality,other_nationality,applicant_state
854,Female,Master in Management,2021-11-20,26,24,Ukraine,,enrolled
855,Male,Master in Finance,2022-11-12,25,8,India,,withdrawn
856,Female,Master in Management,2023-01-30,22,0,Turkey,,enrolled
857,Male,Master in Management,2022-12-21,26,11,India,,withdrawn
858,Female,Master in Marketing,2021-06-14,23,7,China,,rejected
859,Female,Master in Management,2020-12-17,21,5,Germany,,enrolled
860,Male,Master in Finance,2023-06-18,25,8,Pakistan,,rejected
861,Male,Master in Management,2020-09-09,24,16,Switzerland,,declined_offer
862,Female,Master in Finance,2021-03-02,22,0,China,,rejected
863,Female,Master in Marketing,2021-09-12,21,0,Turkey,,rejected
864,Male,Master in Marketing,2023-03-05,22,0,United States,,rejected
865,Female,Master in Finance,2022-06-18,24,12,Italy,,rejected
866,Female,Master in Finance,2023-06-30,25,0,Serbia,,rejected
867,Male,Master in Management,2020-12-23,22,0,Mexico,,enrolled
868,Non-binary,Master in Marketing,2021-06-28,30,8,United Kingdom,,rejected
869,Male,Master in Management,2023-11-13,22,0,United States,,declined_offer
870,Male,Master in Marketing,2021-12-03,22,24,India,,rejected
871,Male,Master in Marketing,2024-03-30,25,3,India,,on_hold
872,Male,Master in Management,2021-03-14,37,17,India,,rejected
873,Female,Master in Marketing,2023-04-25,27,16,Germany,,enrolled
874,Male,Master in Finance,2022-08-29,24,0,Hungary,,declined_offer
875,Female,Master in Marketing,2022-10-14,25,0,China,,declined_offer
876,Male,Master in Management,2021-11-09,22,0,Turkey,,rejected
877,Male,Master in Management,2024-03-04,23,6,India,,rejected
878,Female,Master in Finance,2021-12-05,22,0,Estonia,San Marino,rejected
879,Female,Master in Management,2022-11-16,23,20,India,,on_hold
880,Male,Master in Finance,2023-02-17,21,0,Germany,,on_hold
881,Female,Master in Management,2021-03-21,22,0,China,,rejected
882,Male,Master in Finance,2023-06-20,27,0,Iran,,rejected
883,Male,Master in Management,2024-01-17,24,16,Russian Federation,,declined_offer
884,Female,Master in Marketing,2020-10-04,25,16,India,,enrolled
885,Male,Master in Finance,2022-04-17,22,0,India,,rejected
886,Male,Master in Finance,2023-07-14,32,14,China,,rejected
887,Male,Master in Management,2023-01-18,21,0,Germany,,enrolled
888,Female,Master in Marketing,2021-10-30,21,6,China,,enrolled
889,Female,Master in Management,2023-01-15,23,7,India,,rejected
890,Female,Master in Marketing,2022-04-17,23,0,Taiwan,,declined_offer
891,Male,Master in Marketing,2024-01-11,22,0,India,,withdrawn
892,Female,Master in Management,2022-02-23,24,0,Germany,Estonia,enrolled
893,Male,Master in Management,2020-09-06,23,9,Norway,,withdrawn
894,Female,Master in Marketing,2021-04-29,22,0,Germany,,on_hold
895,Female,Master in Finance,2021-09-14,21,0,France,,declined_offer
896,Male,Master in Management,2021-04-02,23,9,India,,rejected
897,Female,Master in Marketing,2023-11-08,23,4,Taiwan,,rejected
898,Male,Master in Management,2023-12-02,22,0,Algeria,Switzerland,enrolled
899,Male,Master in Finance,2023-01-02,25,6,India,,declined_offer
900,Male,Master in Management,2020-11-02,23,6,Egypt,,declined_offer
901,Female,Master in Marketing,2020-12-05,22,0,China,,rejected
902,Male,Master in Finance,2022-10-12,23,13,United States,,declined_offer
903,Female,Master in Finance,2021-05-03,23,4,China,,enrolled
904,Male,Master in Finance,2023-07-11,23,0,India,,withdrawn
905,Male,Master in Finance,2021-12-24,22,2,Russian Federation,,enrolled
906,Male,Master in Marketing,2021-04-30,23,5,Russian Federation,Czech Republic,enrolled
907,Female,Master in Finance,2020-12-04,25,6,Italy,,rejected
908,Male,Master in Management,2023-01-25,24,8,India,,withdrawn
909,Female,Master in Management,2020-09-10,23,0,India,,rejected
910,Female,Master in Finance,2023-01-09,22,10,China,,declined_offer
911,Female,Master in Finance,2023-03-30,24,0,Taiwan,Bulgaria,declined_offer
912,Female,Master in Management,2020-10-29,25,17,China,,enrolled
913,Female,Master in Marketing,2021-08-16,22,0,Germany,,declined_offer
914,Female,Master in Finance,2023-05-31,24,24,Germany,,enrolled
915,Male,Master in Marketing,2021-07-26,21,0,India,,rejected
916,Female,Master in Finance,2022-09-18,25,0,India,,withdrawn
917,Male,Master in Management,2023-07-15,24,0,India,,enrolled
918,Female,Master in Marketing,2021-01-24,23,0,Germany,,declined_offer
919,Female,Master in Finance,2020-11-17,23,8,Ukraine,,on_hold
920,Male,Master in Management,2023-12-29,24,7,China,,declined_offer
921,Non-binary,Master in Finance,2020-09-09,20,0,Switzerland,,enrolled
922,Female,Master in Management,2023-11-17,22,0,China,,rejected
923,Male,Master in Marketing,2023-07-14,23,2,Pakistan,,enrolled
924,Male,Master in Finance,2023-10-27,24,0,Russian Federation,,rejected
925,Female,Master in Marketing,2022-06-27,26,36,France,,enrolled
926,Female,Master in Management,2022-12-03,23,0,India,,rejected
927,Female,Master in Marketing,2021-10-23,24,5,Taiwan,,enrolled
928,Male,Master in Marketing,2020-12-26,25,14,Russian Federation,,rejected
929,Female,Master in Marketing,2022-03-25,21,0,China,Tunisia,declined_offer
930,Male,Master in Finance,2022-08-11,22,2,India,,declined_offer
931,Male,Master in Finance,2023-08-27,22,0,India,,enrolled
932,Male,Master in Finance,2022-08-28,25,10,India,,declined_offer
933,Male,Master in Finance,2021-08-17,23,12,Morocco,,enrolled
934,Male,Master in Finance,2021-06-28,22,0,India,,rejected
935,Male,Master in Finance,2024-03-03,23,0,Egypt,,enrolled
936,Male,Master in Marketing,2022-05-19,22,0,India,,enrolled
937,Female,Master in Marketing,2022-01-05,22,0,Sweden,,on_hold
938,Female,Master in Finance,2021-03-10,25,21,India,,rejected
939,Female,Master in Management,2020-12-07,21,0,Taiwan,,enrolled
940,Female,Master in Management,2023-09-21,25,11,Korea,,enrolled
941,Male,Master in Finance,2021-02-17,22,0,Russian Federation,,rejected
942,Female,Master in Marketing,2020-12-04,26,36,China,,rejected
943,Female,Master in Finance,2021-06-16,24,0,Germany,United States,rejected
944,Male,Master in Management,2023-01-26,22,0,Russian Federation,,enrolled
945,Male,Master in Finance,2022-12-29,23,12,Italy,,enrolled
946,Male,Master in Marketing,2022-06-24,22,0,China,,rejected
947,Female,Master in Marketing,2022-04-02,29,13,China,,withdrawn
948,Male,Master in Management,2022-07-08,24,8,India,,withdrawn
949,Male,Master in Finance,2020-11-23,22,0,China,,rejected
950,Female,Master in Finance,2023-04-02,22,0,Germany,,rejected
951,Female,Master in Finance,2022-10-17,22,0,Lebanon,,enrolled
952,Male,Master in Finance,2023-09-27,22,0,China,,declined_offer
953,Male,Master in Finance,2020-09-05,32,0,France,,enrolled
954,Male,Master in Management,2021-03-25,26,0,Sweden,,deferred
955,Female,Master in Marketing,2021-05-16,22,0,Belarus,,enrolled
956,Male,Master in Marketing,2022-12-19,25,15,Germany,,rejected
957,Female,Master in Marketing,2022-10-12,23,3,Italy,,on_hold
958,Male,Master in Management,2023-06-30,24,0,Russian Federation,,enrolled
959,Male,Master in Marketing,2021-04-26,24,4,Germany,,enrolled
960,Female,Master in Management,2021-11-05,24,8,China,,withdrawn
961,Female,Master in Marketing,2020-11-09,25,24,India,,withdrawn
962,Male,Master in Management,2022-10-28,23,13,India,,withdrawn
963,Female,Master in Management,2023-02-20,23,0,India,,rejected
964,Male,Master in Management,2021-03-21,23,0,Norway,,declined_offer
965,Male,Master in Finance,2021-12-07,38,16,China,,deferred
966,Female,Master in Finance,2024-03-27,23,10,India,,declined_offer
967,Male,Master in Management,2022-09-10,22,14,India,,on_hold
968,Female,Master in Management,2020-12-03,21,0,India,,on_hold
969,Male,Master in Management,2022-11-13,20,0,Russian Federation,,enrolled
970,Female,Master in Marketing,2024-02-19,23,19,China,,on_hold
971,Male,Master in Finance,2023-06-30,22,0,China,,rejected
972,Female,Master in Management,2022-11-17,21,2,China,,deferred
973,Male,Master in Finance,2020-09-03,24,0,Germany,,enrolled
974,Female,Master in Management,2021-05-04,22,0,India,,enrolled
975,Female,Master in Marketing,2020-10-15,22,1,Peru,,on_hold
976,Female,Master in Finance,2020-12-24,22,0,Mexico,China,enrolled
977,Male,Master in Finance,2023-07-06,22,0,India,Canada,on_hold
978,Male,Master in Finance,2021-10-07,25,9,Germany,,declined_offer
979,Male,Master in Management,2022-01-18,22,0,India,,on_hold
980,Male,Master in Management,2021-12-03,24,0,India,,rejected
981,Male,Master in Management,2023-11-29,22,0,India,,rejected
982,Male,Master in Management,2023-09-18,22,17,India,,rejected
983,Female,Master in Finance,2023-01-14,22,0,Poland,,rejected
984,Male,Master in Finance,2023-09-09,22,0,Switzerland,,enrolled
985,Female,Master in Management,2021-05-30,23,0,Germany,,enrolled
986,Female,Master in Management,2021-10-30,22,0,Viet Nam,,rejected
987,Female,Master in Marketing,2023-03-04,24,18,China,,rejected
988,Female,Master in Finance,2021-10-15,21,0,China,,declined_offer
989,Female,Master in Finance,2021-06-07,21,0,India,China,withdrawn
990,Male,Master in Finance,2022-11-04,27,6,China,,declined_offer
991,Female,Master in Finance,2021-04-02,22,0,China,,on_hold
992,Male,Master in Marketing,2024-02-22,26,11,India,,rejected
993,Female,Master in Marketing,2022-10-15,22,0,Taiwan,Ukraine,enrolled
994,Male,Master in Management,2023-04-24,22,0,Germany,,declined_offer
995,Male,Master in Management,2021-12-19,24,0,India,,rejected
996,Female,Master in Marketing,2021-06-02,24,9,China,,rejected
997,Male,Master in Management,2022-05-20,29,14,Germany,,enrolled
998,Female,Master in Finance,2022-07-16,23,0,China,,rejected
999,Female,Master in Finance,2022-10-18,23,20,Germany,,enrolled
1000,Female,Master in Finance,2021-02-07,23,3,Netherlands,,enrolled
1001,Female,Master in Marketing,2023-08-19,23,3,China,,declined_offer
1002,Female,Master in Marketing,2023-02-11,23,0,Korea,,on_hold
1003,Female,Master in Marketing,2022-11-12,24,10,Taiwan,,on_hold
1004,Male,Master in Management,2023-01-22,23,4,India,,on_hold
1005,Male,Master in Marketing,2023-09-15,22,0,India,,rejected
1006,Male,Master in Finance,2021-04-30,24,15,Russian Federation,,on_hold
1007,Male,Master in Finance,2023-11-09,21,0,France,,declined_offer
1008,Male,Master in Marketing,2022-11-09,23,7,India,,withdrawn
1009,Female,Master in Management,2023-02-22,23,9,India,,on_hold
1010,Female,Master in Finance,2023-07-21,24,0,China,,withdrawn
1011,Male,Master in Marketing,2021-07-25,22,0,Italy,,declined_offer
1012,Male,Master in Marketing,2021-08-07,23,20,India,,enrolled
1013,Female,Master in Marketing,2023-10-17,21,20,India,,enrolled
1014,Male,Master in Finance,2023-10-04,25,16,Iran,,enrolled
1015,Female,Master in Management,2022-12-01,23,5,India,,rejected
1016,Male,Master in Marketing,2022-07-16,23,4,India,,rejected
1017,Male,Master in Management,2023-12-27,23,5,Sweden,,declined_offer
1018,Female,Master in Marketing,2022-03-14,23,0,China,,rejected
1019,Female,Master in Finance,2023-06-03,23,9,China,,rejected
1020,Female,Master in Finance,2023-05-25,24,16,India,,enrolled
1021,Male,Master in Marketing,2021-05-27,25,10,Russian Federation,,declined_offer
1022,Female,Master in Finance,2024-02-06,22,0,Hungary,,enrolled
1023,Female,Master in Management,2023-02-02,22,0,Finland,,rejected
1024,Female,Master in Marketing,2021-03-30,24,0,China,,on_hold
1025,Male,Master in Finance,2022-03-09,22,0,India,,on_hold
1026,Male,Master in Marketing,2023-05-28,22,4,Pakistan,,declined_offer
1027,Female,Master in Finance,2022-02-10,22,0,India,,enrolled
1028,Male,Master in Marketing,2024-03-19,21,0,India,,rejected
1029,Male,Master in Management,2022-06-15,24,9,India,,on_hold
1030,Male,Master in Management,2020-09-26,23,0,China,,rejected
1031,Male,Master in Management,2023-11-03,24,8,Turkey,,rejected
1032,Female,Master in Marketing,2024-03-30,24,14,Algeria,,enrolled
1033,Female,Master in Finance,2022-04-26,22,0,Taiwan,,declined_offer
1034,Female,Master in Management,2020-10-22,23,0,Germany,,enrolled
1035,Male,Master in Finance,2020-11-29,20,0,Nigeria,,on_hold
1036,Female,Master in Marketing,2023-12-12,22,1,Portugal,,rejected
1037,Male,Master in Marketing,2022-03-13,25,9,Romania,,rejected
1038,Female,Master in Management,2024-02-23,22,0,India,,declined_offer
1039,Male,Master in Management,2021-10-10,25,14,India,,rejected
1040,Male,Master in Marketing,2023-12-31,23,10,India,,on_hold
1041,Male,Master in Management,2023-10-06,24,0,India,,rejected
1042,Female,Master in Marketing,2021-11-22,22,0,Taiwan,,rejected
1043,Male,Master in Marketing,2023-03-26,23,0,China,,rejected
1044,Female,Master in Finance,2021-08-06,24,8,China,,on_hold
1045,Male,Master in Management,2023-07-18,33,24,Russian Federation,,rejected
1046,Male,Master in Finance,2022-09-25,25,12,India,,rejected
1047,Female,Master in Management,2023-08-28,22,4,France,,on_hold
1048,Male,Master in Management,2022-12-01,22,20,India,,enrolled
1049,Female,Master in Management,2023-03-13,24,16,Korea,,enrolled
1050,Male,Master in Management,2020-12-08,22,0,India,,rejected
1051,Male,Master in Management,2023-10-04,23,0,China,,declined_offer
1052,Female,Master in Management,2023-06-22,22,0,India,,enrolled
1053,Male,Master in Finance,2022-08-09,25,24,India,,on_hold
1054,Female,Master in Finance,2023-11-12,34,7,India,,enrolled
1055,Female,Master in Finance,2022-06-04,27,24,China,,declined_offer
1056,Male,Master in Management,2022-01-25,23,0,France,,declined_offer
1057,Male,Master in Marketing,2020-09-23,24,14,Turkey,,enrolled
1058,Male,Master in Finance,2021-07-06,22,16,Russian Federation,,enrolled
1059,Female,Master in Management,2022-06-18,25,0,India,,rejected
1060,Female,Master in Management,2023-04-02,23,0,China,,rejected
1061,Female,Master in Marketing,2023-11-01,22,0,China,,rejected
1062,Female,Master in Finance,2022-12-06,24,0,Taiwan,,enrolled
1063,Female,Master in Management,2023-11-17,21,0,Italy,,enrolled
1064,Male,Master in Marketing,2023-02-20,24,0,India,,on_hold
1065,Male,Master in Management,2023-08-07,22,0,Germany,,enrolled
1066,Female,Master in Marketing,2021-06-07,22,0,Spain,,rejected
1067,Female,Master in Management,2021-08-14,23,18,China,,declined_offer
1068,Male,Master in Marketing,2023-02-15,22,0,India,,rejected
1069,Female,Master in Finance,2021-07-12,23,3,China,,on_hold
1070,Male,Master in Finance,2021-03-25,25,15,India,,enrolled
1071,Male,Master in Management,2023-09-17,25,36,Russian Federation,,enrolled
1072,Male,Master in Management,2024-03-12,23,8,India,,enrolled
1073,Male,Master in Management,2020-12-11,23,0,Russian Federation,,enrolled
1074,Male,Master in Finance,2021-03-22,24,24,India,,on_hold
1075,Male,Master in Marketing,2021-02-01,23,4,China,,withdrawn
1076,Male,Master in Finance,2020-11-26,24,0,Brazil,,declined_offer
1077,Male,Master in Marketing,2023-08-10,23,0,Korea,,on_hold
1078,Female,Master in Management,2023-08-26,24,0,China,,enrolled
1079,Female,Master in Management,2020-11-22,25,24,France,,declined_offer
1080,Male,Master in Management,2023-01-06,22,0,Russian Federation,,rejected
1081,Female,Master in Marketing,2021-05-08,24,5,India,,rejected
1082,Male,Master in Management,2023-10-08,24,5,Portugal,,enrolled
1083,Male,Master in Finance,2021-05-14,24,0,Nigeria,,enrolled
1084,Female,Master in Marketing,2021-04-27,24,2,Ukraine,,enrolled
1085,Female,Master in Finance,2020-11-01,24,16,India,,withdrawn
1086,Female,Master in Finance,2023-03-01,25,36,India,,enrolled
1087,Female,Master in Marketing,2023-08-05,24,0,India,,enrolled
1088,Male,Master in Marketing,2024-01-06,22,0,India,,on_hold
1089,Female,Master in Finance,2023-06-18,27,6,Colombia,Hong Kong,enrolled
1090,Female,Master in Finance,2024-03-09,21,0,Italy,,on_hold
1091,Female,Master in Management,2023-10-23,24,10,Italy,,enrolled
1092,Female,Master in Finance,2022-03-20,20,0,India,,on_hold
1093,Male,Master in Marketing,2022-05-01,23,9,Poland,,enrolled
1094,Female,Master in Finance,2020-11-28,23,0,China,,enrolled
1095,Male,Master in Marketing,2023-03-23,22,0,India,Algeria,withdrawn
1096,Male,Master in Marketing,2023-10-05,22,0,India,,rejected
1097,Female,Master in Management,2023-10-24,26,15,China,,enrolled
1098,Male,Master in Management,2023-03-04,24,11,Russian Federation,,rejected
1099,Male,Master in Finance,2024-01-18,21,0,Germany,,declined_offer
1100,Male,Master in Finance,2022-03-06,23,0,Switzerland,,rejected
1101,Male,Master in Finance,2022-05-29,23,0,India,,rejected
1102,Male,Master in Finance,2023-02-22,30,24,Rwanda,,declined_offer
1103,Male,Master in Management,2021-10-17,22,0,India,,rejected
1104,Female,Master in Finance,2022-11-23,25,11,Italy,,enrolled
1105,Male,Master in Management,2022-08-22,29,8,China,,rejected
1106,Male,Master in Finance,2023-03-27,23,6,China,,enrolled
1107,Male,Master in Finance,2021-08-26,25,0,Romania,,rejected
1108,Female,Master in Finance,2020-12-26,22,0,China,,rejected
1109,Male,Master in Management,2021-06-12,23,0,Germany,,enrolled
1110,Male,Master in Management,2021-12-04,22,19,India,,rejected
1111,Male,Master in Finance,2022-07-20,28,16,Poland,,rejected
1112,Female,Master in Management,2023-07-16,22,15,India,,on_hold
1113,Male,Master in Finance,2021-05-22,22,0,Viet Nam,,declined_offer
1114,Female,Master in Finance,2022-04-25,22,3,Germany,,enrolled
1115,Male,Master in Management,2021-04-16,23,0,Germany,,rejected
1116,Male,Master in Management,2023-01-23,22,0,India,,enrolled
1117,Male,Master in Management,2021-06-28,22,0,India,,enrolled
1118,Male,Master in Management,2022-07-16,23,10,Germany,,on_hold
1119,Male,Master in Finance,2023-11-22,25,7,Germany,,declined_offer
1120,Female,Master in Management,2022-08-12,21,0,Korea,,enrolled
1121,Female,Master in Management,2021-10-07,27,0,Estonia,,on_hold
1122,Female,Master in Management,2021-03-09,22,0,Germany,,declined_offer
1123,Female,Master in Finance,2023-01-28,22,0,India,,enrolled
1124,Male,Master in Marketing,2020-10-28,23,0,China,,rejected
1125,Female,Master in Finance,2022-12-09,25,22,Germany,,enrolled
1126,Female,Master in Management,2021-12-15,24,16,Germany,,declined_offer
1127,Male,Master in Management,2024-03-11,24,12,India,,on_hold
1128,Male,Master in Management,2023-08-31,23,0,Russian Federation,,declined_offer
1129,Female,Master in Finance,2022-09-26,23,0,China,,enrolled
1130,Male,Master in Finance,2021-02-10,25,0,Russian Federation,,declined_offer
1131,Male,Master in Finance,2021-02-21,21,0,Russian Federation,,enrolled
1132,Female,Master in Management,2021-11-08,22,16,China,,rejected
1133,Female,Master in Finance,2021-05-18,23,10,China,,rejected
1134,Female,Master in Marketing,2022-06-20,23,0,Taiwan,,declined_offer
1135,Male,Master in Marketing,2021-09-20,20,0,India,Taiwan,rejected
1136,Male,Master in Management,2023-10-15,26,0,Germany,,enrolled
1137,Male,Master in Management,2023-06-29,23,7,Egypt,,enrolled
1138,Male,Master in Marketing,2024-01-29,25,11,Germany,,declined_offer
1139,Female,Master in Finance,2022-10-10,22,0,India,,on_hold
1140,Male,Master in Marketing,2020-09-13,23,4,Viet Nam,,declined_offer
1141,Male,Master in Finance,2021-04-30,25,7,India,,rejected
1142,Male,Master in Finance,2023-10-14,23,8,India,,rejected
1143,Male,Master in Management,2021-06-05,21,0,Russian Federation,,rejected
1144,Male,Master in Marketing,2022-03-25,23,16,Spain,Korea,rejected
1145,Female,Master in Finance,2021-01-29,21,5,India,,on_hold
1146,Male,Master in Finance,2023-11-06,23,10,Switzerland,,rejected
1147,Female,Master in Finance,2022-06-08,22,6,India,,rejected
1148,Female,Master in Marketing,2021-07-15,24,0,Netherlands,,declined_offer
1149,Male,Master in Management,2022-07-26,26,36,Russian Federation,,enrolled
1150,Male,Master in Management,2021-01-19,24,4,India,,rejected
1151,Male,Master in Finance,2023-07-06,22,6,Russian Federation,,enrolled
1152,Male,Master in Management,2022-11-07,24,0,Germany,,enrolled
1153,Male,Master in Management,2020-10-27,26,9,India,,rejected
1154,Female,Master in Management,2022-08-27,23,13,Viet Nam,,declined_offer
1155,Male,Master in Management,2021-12-08,28,24,Russian Federation,,rejected
1156,Male,Master in Finance,2023-05-11,21,10,Germany,Canada,rejected
1157,Male,Master in Finance,2021-06-10,21,0,China,,on_hold
1158,Male,Master in Management,2021-12-16,26,11,China,,rejected
1159,Female,Master in Finance,2022-06-28,21,0,Germany,,rejected
1160,Female,Master in Management,2023-01-13,21,0,China,,on_hold
1161,Male,Master in Finance,2021-12-18,24,6,Lebanon,,declined_offer
1162,Male,Master in Finance,2020-10-05,24,14,France,,enrolled
1163,Female,Master in Marketing,2021-11-17,24,10,India,,rejected
1164,Female,Master in Marketing,2021-03-05,27,6,China,,enrolled
1165,Female,Master in Marketing,2024-02-28,21,0,China,,withdrawn
1166,Male,Master in Finance,2023-08-17,22,0,China,,rejected
1167,Male,Master in Management,2022-12-24,24,19,India,,rejected
1168,Male,Master in Management,2021-05-29,21,0,India,Ghana,rejected
1169,Male,Master in Management,2021-07-31,25,14,India,,withdrawn
1170,Female,Master in Finance,2021-04-22,23,17,India,,rejected
1171,Male,Master in Finance,2022-11-25,22,0,India,,rejected
1172,Male,Master in Finance,2022-12-08,23,10,India,,withdrawn
1173,Female,Master in Marketing,2022-04-10,21,0,Peru,Nigeria,rejected
1174,Male,Master in Marketing,2022-06-11,23,12,United States,,enrolled
1175,Male,Master in Management,2021-12-11,22,8,Pakistan,,deferred
1176,Female,Master in Marketing,2023-12-11,23,9,China,,enrolled
1177,Male,Master in Marketing,2022-05-13,24,15,Russian Federation,,enrolled
1178,Male,Master in Management,2020-12-16,24,16,United States,Spain,declined_offer
1179,Male,Master in Management,2024-01-07,25,15,India,Brazil,enrolled
1180,Male,Master in Management,2021-01-05,24,8,Turkey,,enrolled
1181,Male,Master in Marketing,2023-10-27,22,0,India,,declined_offer
1182,Female,Master in Management,2022-04-02,22,0,India,,on_hold
1183,Female,Master in Finance,2021-08-31,22,0,China,,rejected
1184,Male,Master in Finance,2024-03-13,20,0,Russian Federation,,rejected
1185,Female,Master in Finance,2023-11-06,22,6,Hong Kong,,enrolled
1186,Female,Master in Management,2021-12-14,22,13,Spain,,enrolled
1187,Male,Master in Marketing,2020-11-28,23,0,Finland,,on_hold
1188,Female,Master in Finance,2021-11-08,21,0,China,,enrolled
1189,Male,Master in Management,2021-12-09,25,12,United States,,enrolled
1190,Male,Master in Finance,2022-11-12,25,8,Czech Republic,,declined_offer
1191,Male,Master in Marketing,2023-03-15,24,7,India,,withdrawn
1192,Female,Master in Marketing,2021-05-21,22,11,India,Australia,on_hold
1193,Male,Master in Management,2023-09-02,25,14,Kenya,,rejected
1194,Male,Master in Marketing,2022-05-10,24,8,Iran,,rejected
1195,Female,Master in Marketing,2022-09-14,25,17,Finland,,enrolled
1196,Male,Master in Marketing,2022-10-06,22,0,Venezuela,,enrolled
1197,Male,Master in Management,2021-04-18,22,0,France,,enrolled
1198,Female,Master in Finance,2023-05-18,22,0,China,,deferred
1199,Female,Master in Finance,2021-08-25,24,12,China,,on_hold
1200,Male,Master in Marketing,2022-04-12,23,9,Russian Federation,,declined_offer
1201,Male,Master in Marketing,2022-03-20,26,11,Germany,Switzerland,declined_offer
1202,Female,Master in Marketing,2022-09-12,23,4,India,,enrolled
1203,Male,Master in Management,2022-11-05,25,7,Serbia,,on_hold
1204,Male,Master in Finance,2023-05-23,26,10,Russian Federation,,rejected
1205,Male,Master in Management,2023-06-03,23,0,Russian Federation,,rejected
1206,Male,Master in Finance,2022-03-26,25,24,India,,rejected
1207,Female,Master in Finance,2022-08-13,24,12,China,,deferred
1208,Male,Master in Marketing,2022-05-19,22,5,Germany,,enrolled
1209,Male,Master in Marketing,2020-12-26,23,0,Philippines,,rejected
1210,Male,Master in Finance,2023-07-23,21,0,Turkey,,rejected
1211,Male,Master in Management,2021-06-26,23,0,India,,rejected
1212,Female,Master in Finance,2021-01-08,22,0,China,,enrolled
1213,Female,Master in Finance,2024-02-09,22,0,Taiwan,,declined_offer
1214,Male,Master in Finance,2022-01-01,23,12,Egypt,,rejected
1215,Male,Master in Management,2022-07-15,22,17,Mexico,,declined_offer
1216,Male,Master in Marketing,2020-09-13,23,4,India,,rejected
1217,Female,Master in Management,2021-07-29,21,3,Sweden,,rejected
1218,Male,Master in Management,2022-10-23,22,0,India,,rejected
1219,Male,Master in Management,2022-03-03,24,6,India,,rejected
1220,Male,Master in Management,2021-09-12,23,0,Germany,Iran,declined_offer
1221,Female,Master in Management,2020-09-19,23,0,India,,enrolled
1222,Male,Master in Management,2021-04-03,23,0,Germany,,deferred
1223,Male,Master in Marketing,2021-12-18,22,2,Germany,,enrolled
1224,Male,Master in Marketing,2021-12-13,22,4,India,,rejected
1225,Male,Master in Marketing,2022-03-20,22,0,Germany,,on_hold
1226,Male,Master in Management,2023-12-09,21,8,India,,rejected
1227,Male,Master in Marketing,2021-10-18,22,0,China,,rejected
1228,Male,Master in Finance,2024-03-22,24,15,Russian Federation,,rejected
1229,Male,Master in Finance,2023-02-28,25,11,China,,enrolled
1230,Female,Master in Marketing,2021-03-03,23,0,Lebanon,,enrolled
1231,Male,Master in Management,2023-10-30,21,0,India,,on_hold
1232,Male,Master in Finance,2022-07-10,23,0,Pakistan,,enrolled
1233,Male,Master in Management,2023-06-27,22,0,Germany,,enrolled
1234,Female,Master in Management,2023-10-11,23,6,China,,rejected
1235,Female,Master in Finance,2021-01-14,22,7,Korea,,enrolled
1236,Male,Master in Management,2023-12-19,23,0,Germany,,enrolled
1237,Male,Master in Finance,2023-03-26,23,0,United States,,declined_offer
1238,Female,Master in Management,2024-02-16,21,0,India,,rejected
1239,Female,Master in Marketing,2021-04-15,23,0,Hungary,,enrolled
1240,Male,Master in Marketing,2023-08-05,24,4,Germany,,rejected
1241,Female,Master in Marketing,2021-10-14,23,14,France,,rejected
1242,Female,Master in Management,2020-10-15,22,0,Germany,,declined_offer
1243,Female,Master in Marketing,2022-10-01,23,20,China,,rejected
1244,Female,Master in Finance,2022-10-17,22,0,China,,declined_offer
1245,Male,Master in Management,2020-10-08,25,10,China,,declined_offer
1246,Male,Master in Management,2023-10-16,23,0,United States,Canada,enrolled
1247,Male,Master in Finance,2022-08-20,22,0,India,,declined_offer
1248,Female,Master in Management,2024-01-23,24,0,Greece,,enrolled
1249,Male,Master in Marketing,2023-03-01,27,36,United States,,enrolled
1250,Male,Master in Marketing,2023-11-06,23,0,Russian Federation,Norway,enrolled
1251,Female,Master in Management,2021-02-03,24,17,Russian Federation,,rejected
1252,Female,Master in Management,2023-03-10,22,0,India,,declined_offer
1253,Female,Master in Management,2023-12-05,22,21,Australia,,enrolled
1254,Male,Master in Marketing,2024-03-27,23,8,Netherlands,,on_hold
1255,Male,Master in Management,2023-09-11,23,0,India,,rejected
1256,Male,Master in Marketing,2021-09-09,22,1,Russian Federation,,enrolled
1257,Female,Master in Finance,2023-11-28,22,0,China,,rejected
1258,Female,Master in Management,2022-04-30,22,16,Turkey,Russian Federation,declined_offer
1259,Male,Master in Management,2022-10-28,21,4,Finland,,declined_offer
1260,Female,Master in Marketing,2023-07-27,25,8,India,,rejected
1261,Female,Master in Finance,2023-11-11,22,0,Germany,,declined_offer
1262,Male,Master in Management,2022-10-27,23,9,Mexico,,enrolled
1263,Female,Master in Finance,2021-05-31,25,36,India,,rejected
1264,Female,Master in Management,2024-02-04,24,8,Italy,,rejected
1265,Female,Master in Finance,2023-03-03,22,23,Poland,,declined_offer
1266,Female,Master in Management,2022-08-03,22,0,Ukraine,,enrolled
1267,Male,Master in Finance,2024-01-14,22,0,Ghana,,rejected
1268,Male,Master in Management,2022-02-14,24,4,Germany,,rejected
1269,Male,Master in Marketing,2021-05-16,23,5,Hungary,,enrolled
1270,Male,Master in Marketing,2022-05-19,23,9,Russian Federation,,declined_offer
1271,Female,Master in Marketing,2021-06-04,21,0,India,,rejected
1272,Female,Master in Finance,2021-06-09,27,24,Italy,,enrolled
